road_id,road_type,speed_limit,lane_num,road_length_m,is_anomaly,anomaly_type
MLR00590,secondary,60,4,386.01,0,normal
MLR00591,primary,40,4,5200.31,0,normal
MLR00592,primary,40,4,1060.49,0,normal
MLR00593,motorway,80,4,8473.35,0,normal
MLR00594,primary,40,4,2547.32,0,normal
MLR00595,motorway,120,8,3329.39,0,normal
MLR00596,motorway,80,4,9122.46,0,normal
MLR00597,primary,40,4,1173.9,0,normal
MLR00598,motorway,80,8,4898.41,0,normal
MLR00599,residential,20,9,1382.27,1,lane
MLR00600,secondary,50,12,3557.01,1,lane
MLR00601,secondary,60,3,3554.56,0,normal
MLR00602,motorway,100,12,2235.12,1,lane
MLR00603,motorway,100,8,4232.01,0,normal
MLR00604,residential,30,2,3.0258701285213156,1,short
MLR00605,motorway,100,4,8277.88,0,normal
MLR00606,secondary,40,2,580.51,0,normal
MLR00607,secondary,30,2,2387.63,0,normal
MLR00608,residential,30,1,393.4,0,normal
MLR00609,secondary,30,4,2862.13,0,normal
MLR00610,primary,80,2,5101.83,0,normal
MLR00611,residential,150,2,392.34,1,speed
MLR00612,primary,40,6,3128.94,0,normal
MLR00613,primary,40,4,4443.16,0,normal
MLR00614,secondary,30,2,761.31,0,normal
MLR00615,primary,40,6,5233.68,0,normal
MLR00616,secondary,60,4,583.92,0,normal
MLR00617,primary,40,6,5717.81,0,normal
MLR00618,residential,40,2,389.7,0,normal
MLR00619,secondary,40,4,3.696575369489509,1,short
MLR00620,secondary,40,2,2969.56,0,normal
MLR00621,residential,40,1,405.06,0,normal
MLR00622,primary,80,6,1072.61,0,normal
MLR00623,secondary,30,2,1517.88,0,normal
MLR00624,motorway,120,8,6751.92,0,normal
MLR00625,residential,20,2,458.88,0,normal
MLR00626,secondary,120,1,2937.57,1,attribute_combo
MLR00627,residential,20,2,1011.51,0,normal
MLR00628,residential,20,2,1588.02,0,normal
MLR00629,primary,40,4,905.4,0,normal
MLR00630,secondary,30,3,0.9335154954408346,1,short
MLR00631,residential,20,1,1116.74,0,normal
MLR00632,motorway,100,8,9867.48,0,normal
MLR00633,motorway,100,8,2484.97,0,normal
MLR00634,primary,40,2,2321.02,0,normal
MLR00635,residential,40,2,1338.17,0,normal
MLR00636,motorway,80,6,6145.93,0,normal
MLR00637,primary,120,1,520.99,1,attribute_combo
MLR00638,primary,40,2,1638.24,0,normal
MLR00639,motorway,100,4,3775.18,0,normal
MLR00640,residential,40,2,227.72,0,normal
MLR00641,primary,60,4,2531.71,0,normal
MLR00642,secondary,60,3,1200.92,0,normal
MLR00643,motorway,80,8,4.060082771279664,1,short
MLR00644,residential,40,1,1129.52,0,normal
MLR00645,residential,40,2,1166.79,0,normal
MLR00646,secondary,30,3,3630.55,0,normal
MLR00647,primary,40,4,1450.83,0,normal
MLR00648,primary,120,1,734.72,1,attribute_combo
MLR00649,primary,80,2,5087.59,0,normal
MLR00650,motorway,80,6,6007.28,0,normal
MLR00651,secondary,60,2,3188.89,0,normal
MLR00652,residential,20,2,341.8,0,normal
MLR00653,motorway,80,8,8015.9,0,normal
MLR00654,secondary,60,3,1655.57,0,normal
MLR00655,residential,120,1,587.06,1,attribute_combo
MLR00656,motorway,120,1,7214.62,1,attribute_combo
MLR00657,secondary,50,2,1483.89,0,normal
MLR00658,secondary,50,3,3461.29,0,normal
MLR00659,primary,40,4,5858.21,0,normal
MLR00660,secondary,50,4,1783.74,0,normal
MLR00661,primary,60,2,5523.88,0,normal
MLR00662,residential,40,2,1650.98,0,normal
MLR00663,primary,40,4,4402.63,0,normal
MLR00664,motorway,80,4,8876.63,0,normal
MLR00665,motorway,80,4,5108.04,0,normal
MLR00666,primary,60,4,5029.28,0,normal
MLR00667,motorway,120,4,3177.44,0,normal
MLR00668,residential,20,2,1194.42,0,normal
MLR00669,primary,180,6,5069.79,1,speed
MLR00670,motorway,80,8,8018.47,0,normal
MLR00671,primary,80,2,4227.32,0,normal
MLR00672,residential,40,1,1736.03,0,normal
MLR00673,motorway,100,4,6826.34,0,normal
MLR00674,motorway,80,6,6475.09,0,normal
MLR00675,secondary,60,3,3436.03,0,normal
MLR00676,primary,60,4,4224.58,0,normal
MLR00677,residential,40,1,64.33,0,normal
MLR00678,secondary,50,3,2800.77,0,normal
MLR00679,secondary,50,4,1435.52,0,normal
MLR00680,secondary,40,2,2165.72,0,normal
MLR00681,motorway,120,6,6944.77,0,normal
MLR00682,motorway,120,6,9977.22,0,normal
MLR00683,residential,30,2,1486.63,0,normal
MLR00684,primary,60,6,4423.53,0,normal
MLR00685,residential,40,2,1039.26,0,normal
MLR00686,primary,60,2,3089.29,0,normal
MLR00687,primary,80,4,4099.39,0,normal
MLR00688,primary,80,4,2812.6,0,normal
MLR00689,secondary,50,4,1317.39,0,normal
MLR00690,residential,200,1,970.83,1,speed
MLR00691,residential,40,2,855.56,0,normal
MLR00692,primary,40,2,2384.68,0,normal
MLR00693,residential,180,2,1731.67,1,speed
MLR00694,secondary,40,3,1.1259736048418811,1,short
MLR00695,primary,80,2,3192.67,0,normal
MLR00696,motorway,80,8,4903.4,0,normal
MLR00697,residential,30,2,59.1,0,normal
MLR00698,secondary,30,3,3076.02,0,normal
MLR00699,motorway,120,4,6640.18,0,normal
MLR00700,secondary,50,2,590.29,0,normal
MLR00701,secondary,40,2,3330.61,0,normal
MLR00702,secondary,60,4,2177.1,0,normal
MLR00703,residential,40,1,718.33,0,normal
MLR00704,secondary,40,2,3802.72,0,normal
MLR00705,residential,20,1,487.43,0,normal
MLR00706,primary,80,2,3.584439441469668,1,short
MLR00707,motorway,100,8,3302.1,0,normal
MLR00708,motorway,120,4,6957.73,0,normal
MLR00709,motorway,80,8,2042.11,0,normal
MLR00710,motorway,180,6,5269.57,1,speed
MLR00711,residential,40,1,1341.84,0,normal
MLR00712,primary,60,2,3313.72,0,normal
MLR00713,secondary,30,2,2091.41,0,normal
MLR00714,secondary,40,3,2873.06,0,normal
MLR00715,motorway,120,6,9193.21,0,normal
MLR00716,residential,30,1,55.34,0,normal
MLR00717,motorway,120,8,5446.94,0,normal
MLR00718,motorway,120,8,1911.61,0,normal
MLR00719,primary,60,9,1952.69,1,lane
MLR00720,secondary,50,4,1388.29,0,normal
MLR00721,motorway,80,4,8667.99,0,normal
MLR00722,primary,60,4,5419.9,0,normal
MLR00723,secondary,120,1,3296.86,1,attribute_combo
MLR00724,residential,30,2,1679.63,0,normal
MLR00725,residential,30,1,270.46,0,normal
MLR00726,motorway,80,4,4744.25,0,normal
MLR00727,residential,20,2,1569.37,0,normal
MLR00728,primary,60,4,1121.16,0,normal
MLR00729,motorway,80,12,6894.76,1,lane
MLR00730,secondary,30,3,2714.51,0,normal
MLR00731,secondary,60,2,3388.33,0,normal
MLR00732,motorway,80,8,9409.34,0,normal
MLR00733,residential,30,1,195.99,0,normal
MLR00734,primary,60,4,776.93,0,normal
MLR00735,residential,30,1,203.72,0,normal
MLR00736,residential,120,1,921.78,1,attribute_combo
MLR00737,motorway,80,6,4711.05,0,normal
MLR00738,motorway,80,8,9668.54,0,normal
MLR00739,primary,80,6,3009.14,0,normal
MLR00740,motorway,80,6,3987.75,0,normal
MLR00741,residential,40,9,1446.03,1,lane
MLR00742,secondary,50,4,3864.85,0,normal
MLR00743,secondary,30,2,3608.13,0,normal
MLR00744,residential,120,1,1241.16,1,attribute_combo
MLR00745,primary,120,1,4442.33,1,attribute_combo
MLR00746,motorway,120,8,6299.3,0,normal
MLR00747,residential,200,1,1929.52,1,speed
MLR00748,residential,40,2,1852.52,0,normal
MLR00749,primary,80,6,1455.08,0,normal
MLR00750,motorway,100,8,6404.91,0,normal
MLR00751,residential,30,1,583.51,0,normal
MLR00752,secondary,60,2,725.08,0,normal
MLR00753,secondary,50,4,2999.91,0,normal
MLR00754,primary,40,2,3932.92,0,normal
MLR00755,secondary,40,4,2670.33,0,normal
MLR00756,secondary,30,3,2336.66,0,normal
MLR00757,residential,40,2,1761.08,0,normal
MLR00758,motorway,150,4,1227.45,1,speed
MLR00759,secondary,200,3,2796.88,1,speed
MLR00760,secondary,40,4,322.76,0,normal
MLR00761,motorway,120,8,7655.43,0,normal
MLR00762,residential,120,1,1401.23,1,attribute_combo
MLR00763,residential,30,2,1.0951273913737558,1,short
MLR00764,residential,20,2,1522.46,0,normal
MLR00765,primary,150,2,2117.98,1,speed
MLR00766,primary,80,6,2.827333240917132,1,short
MLR00767,primary,120,1,5153.08,1,attribute_combo
MLR00768,primary,40,2,5607.46,0,normal
MLR00769,secondary,60,4,2.674435829205914,1,short
MLR00770,primary,120,1,4824.42,1,attribute_combo
MLR00771,motorway,100,4,8950.57,0,normal
MLR00772,secondary,50,3,1030.09,0,normal
MLR00773,residential,40,1,273.71,0,normal
MLR00774,primary,80,6,5552.34,0,normal
MLR00775,motorway,120,6,4432.35,0,normal
MLR00776,motorway,100,6,5862.14,0,normal
MLR00777,secondary,60,3,366.64,0,normal
MLR00778,primary,200,6,952.9,1,speed
MLR00779,motorway,80,8,6665.63,0,normal
MLR00780,residential,20,1,1098.62,0,normal
MLR00781,residential,120,1,1506.44,1,attribute_combo
MLR00782,secondary,30,2,2.834612606057273,1,short
MLR00783,primary,60,4,2634.18,0,normal
MLR00784,residential,200,1,809.53,1,speed
MLR00785,motorway,120,8,1409.65,0,normal
MLR00786,secondary,30,3,3190.19,0,normal
MLR00787,motorway,100,6,4432.72,0,normal
MLR00788,motorway,120,1,5801.21,1,attribute_combo
MLR00789,secondary,40,3,2773.7,0,normal
MLR00790,secondary,150,4,3524.11,1,speed
MLR00791,residential,40,1,644.15,0,normal
MLR00792,secondary,40,3,3641.39,0,normal
MLR00793,primary,40,2,1714.33,0,normal
MLR00794,primary,40,2,4190.38,0,normal
MLR00795,motorway,180,6,6802.07,1,speed
MLR00796,motorway,80,8,6225.36,0,normal
MLR00797,secondary,150,4,2690.8,1,speed
MLR00798,secondary,60,3,1447.72,0,normal
MLR00799,primary,80,6,2504.71,0,normal
MLR00800,residential,20,1,660.77,0,normal
MLR00801,residential,30,2,311.9,0,normal
MLR00802,residential,30,2,749.55,0,normal
MLR00803,motorway,80,8,6459.65,0,normal
MLR00804,primary,80,2,1947.79,0,normal
MLR00805,motorway,120,4,9028.95,0,normal
MLR00806,motorway,120,8,4646.21,0,normal
MLR00807,motorway,120,6,5891.22,0,normal
MLR00808,residential,40,1,763.35,0,normal
MLR00809,secondary,40,3,2.5606196213655115,1,short
MLR00810,primary,80,6,1412.14,0,normal
MLR00811,residential,20,1,1154.4,0,normal
MLR00812,primary,80,6,3159.27,0,normal
MLR00813,primary,60,2,845.74,0,normal
MLR00814,motorway,120,4,5660.97,0,normal
MLR00815,residential,30,2,0.605802563192752,1,short
MLR00816,secondary,120,1,2268.53,1,attribute_combo
MLR00817,secondary,30,4,1156.03,0,normal
MLR00818,primary,80,4,2440.94,0,normal
MLR00819,residential,30,9,1028.58,1,lane
MLR00820,motorway,120,10,3527.29,1,lane
MLR00821,motorway,120,4,4731.52,0,normal
MLR00822,motorway,100,8,5309.33,0,normal
MLR00823,primary,80,9,623.45,1,lane
MLR00824,motorway,120,4,1503.21,0,normal
MLR00825,primary,80,4,3796.47,0,normal
MLR00826,motorway,120,8,6955.71,0,normal
MLR00827,motorway,80,6,6458.73,0,normal
MLR00828,residential,20,1,1669.21,0,normal
MLR00829,primary,80,6,4.619524529740242,1,short
MLR00830,motorway,80,12,4469.16,1,lane
MLR00831,residential,20,1,395.97,0,normal
MLR00832,motorway,120,12,7771.45,1,lane
MLR00833,motorway,120,8,4883.47,0,normal
MLR00834,motorway,120,8,4860.61,0,normal
MLR00835,residential,30,2,1198.64,0,normal
MLR00836,motorway,100,4,3290.66,0,normal
MLR00837,motorway,100,8,8890.9,0,normal
MLR00838,primary,200,6,4590.05,1,speed
MLR00839,motorway,100,8,2848.77,0,normal
MLR00840,residential,30,1,351.82,0,normal
MLR00841,secondary,50,4,1809.53,0,normal
MLR00842,secondary,60,2,1770.27,0,normal
MLR00843,residential,20,2,1140.23,0,normal
MLR00844,secondary,200,4,1712.89,1,speed
MLR00845,primary,120,1,5720.85,1,attribute_combo
MLR00846,secondary,30,2,1678.59,0,normal
MLR00847,motorway,80,6,9332.76,0,normal
MLR00848,motorway,100,4,4337.52,0,normal
MLR00849,residential,30,2,1437.63,0,normal
MLR00850,primary,80,4,2914.35,0,normal
MLR00851,secondary,40,2,3179.05,0,normal
MLR00852,primary,80,2,4207.13,0,normal
MLR00853,motorway,80,4,9971.35,0,normal
MLR00854,secondary,60,3,2427.1,0,normal
MLR00855,motorway,80,8,3560.44,0,normal
MLR00856,secondary,50,3,1059.92,0,normal
MLR00857,residential,30,1,559.16,0,normal
MLR00858,motorway,120,4,5528.52,0,normal
MLR00859,motorway,120,6,8885.02,0,normal
MLR00860,secondary,60,3,2340.04,0,normal
MLR00861,secondary,60,4,1950.74,0,normal
MLR00862,motorway,100,4,3320.38,0,normal
MLR00863,primary,80,6,1764.62,0,normal
MLR00864,secondary,30,4,3362.27,0,normal
MLR00865,motorway,100,8,7739.09,0,normal
MLR00866,primary,60,4,2444.46,0,normal
MLR00867,secondary,40,4,2795.81,0,normal
MLR00868,residential,40,1,507.98,0,normal
MLR00869,secondary,40,2,970.51,0,normal
MLR00870,secondary,120,1,655.54,1,attribute_combo
MLR00871,motorway,120,4,8632.1,0,normal
MLR00872,secondary,60,4,3501.32,0,normal
MLR00873,secondary,120,1,3050.64,1,attribute_combo
MLR00874,residential,40,1,1029.83,0,normal
MLR00875,primary,60,2,4340.35,0,normal
MLR00876,motorway,80,8,2896.77,0,normal
MLR00877,secondary,50,4,1.261981847286972,1,short
MLR00878,residential,40,2,763.55,0,normal
MLR00879,primary,60,6,4637.08,0,normal
MLR00880,residential,30,9,400.78,1,lane
MLR00881,secondary,40,4,1842.43,0,normal
MLR00882,primary,120,1,3101.43,1,attribute_combo
MLR00883,residential,20,2,1581.4,0,normal
MLR00884,motorway,100,4,2.4350431793254717,1,short
MLR00885,motorway,100,8,4011.91,0,normal
MLR00886,secondary,50,2,1764.69,0,normal
MLR00887,primary,80,6,4074.26,0,normal
MLR00888,secondary,50,3,2758.13,0,normal
MLR00889,residential,20,2,1246.64,0,normal
MLR00890,primary,40,6,4942.44,0,normal
MLR00891,residential,20,1,365.9,0,normal
MLR00892,secondary,50,4,1216.4,0,normal
MLR00893,secondary,60,3,3042.0,0,normal
MLR00894,residential,30,12,408.58,1,lane
MLR00895,secondary,180,2,834.26,1,speed
MLR00896,motorway,80,6,5715.85,0,normal
MLR00897,motorway,100,8,2397.47,0,normal
MLR00898,residential,30,1,532.42,0,normal
MLR00899,primary,40,6,4.315807205325624,1,short
MLR00900,secondary,60,3,3904.93,0,normal
MLR00901,secondary,60,2,3884.26,0,normal
MLR00902,primary,80,6,3010.99,0,normal
MLR00903,residential,40,2,1822.4,0,normal
MLR00904,primary,40,4,2193.28,0,normal
MLR00905,primary,60,2,500.51,0,normal
MLR00906,primary,120,1,3080.59,1,attribute_combo
MLR00907,residential,30,1,1543.44,0,normal
MLR00908,primary,40,6,2555.04,0,normal
MLR00909,residential,30,1,368.38,0,normal
MLR00910,residential,30,1,562.81,0,normal
MLR00911,primary,80,6,4941.66,0,normal
MLR00912,secondary,50,10,914.4,1,lane
MLR00913,motorway,120,6,6559.56,0,normal
MLR00914,residential,150,2,87.82,1,speed
MLR00915,motorway,100,6,2125.35,0,normal
MLR00916,motorway,80,4,2356.15,0,normal
MLR00917,secondary,60,3,3185.76,0,normal
MLR00918,secondary,60,4,3207.41,0,normal
MLR00919,primary,120,1,4766.09,1,attribute_combo
MLR00920,primary,40,4,4994.88,0,normal
MLR00921,motorway,120,4,4463.18,0,normal
MLR00922,primary,80,2,1595.49,0,normal
MLR00923,motorway,120,8,9839.04,0,normal
MLR00924,secondary,180,2,2590.82,1,speed
MLR00925,residential,40,2,437.51,0,normal
MLR00926,primary,40,2,3981.0,0,normal
MLR00927,primary,60,6,1158.07,0,normal
MLR00928,motorway,80,8,8051.28,0,normal
MLR00929,primary,60,2,1867.97,0,normal
MLR00930,secondary,150,2,1550.97,1,speed
MLR00931,residential,20,2,1964.27,0,normal
MLR00932,secondary,60,4,933.27,0,normal
MLR00933,secondary,40,3,3614.92,0,normal
MLR00934,residential,40,2,1108.33,0,normal
MLR00935,primary,80,4,2280.24,0,normal
MLR00936,primary,40,6,1352.64,0,normal
MLR00937,secondary,50,3,202.74,0,normal
MLR00938,residential,40,1,1771.72,0,normal
MLR00939,secondary,40,3,2939.81,0,normal
MLR00940,residential,20,2,1.6807401955726906,1,short
MLR00941,secondary,30,9,2188.16,1,lane
MLR00942,motorway,120,1,5368.33,1,attribute_combo
MLR00943,residential,40,2,145.72,0,normal
MLR00944,motorway,80,4,6901.74,0,normal
MLR00945,motorway,100,8,1546.3,0,normal
MLR00946,residential,30,1,1656.1,0,normal
MLR00947,motorway,120,12,8510.11,1,lane
MLR00948,motorway,80,8,3079.16,0,normal
MLR00949,primary,80,6,1868.2,0,normal
MLR00950,primary,80,6,3569.78,0,normal
MLR00951,secondary,60,4,2727.92,0,normal
MLR00952,primary,40,6,2708.56,0,normal
MLR00953,primary,80,6,2936.57,0,normal
MLR00954,secondary,50,3,1766.9,0,normal
MLR00955,secondary,40,4,2273.38,0,normal
MLR00956,secondary,50,3,1900.5,0,normal
MLR00957,motorway,100,8,0.1321872619661416,1,short
MLR00958,primary,40,4,619.36,0,normal
MLR00959,secondary,40,2,343.4,0,normal
MLR00960,primary,60,4,5392.94,0,normal
MLR00961,secondary,50,2,2367.85,0,normal
MLR00962,primary,80,2,4479.69,0,normal
MLR00963,primary,60,6,4365.66,0,normal
MLR00964,motorway,120,8,3703.54,0,normal
MLR00965,residential,20,1,1847.65,0,normal
MLR00966,residential,30,1,1746.08,0,normal
MLR00967,motorway,120,8,4442.38,0,normal
MLR00968,motorway,100,8,6084.22,0,normal
MLR00969,primary,40,2,4204.99,0,normal
MLR00970,residential,40,1,483.07,0,normal
MLR00971,residential,20,1,705.53,0,normal
MLR00972,motorway,120,6,3363.02,0,normal
MLR00973,residential,40,1,1535.96,0,normal
MLR00974,primary,60,9,4087.37,1,lane
MLR00975,motorway,100,6,3910.7,0,normal
MLR00976,motorway,80,8,4722.24,0,normal
MLR00977,primary,60,4,0.9293507936559199,1,short
MLR00978,secondary,60,9,754.11,1,lane
MLR00979,secondary,150,4,3440.5,1,speed
MLR00980,primary,60,2,2387.99,0,normal
MLR00981,secondary,60,3,286.44,0,normal
MLR00982,primary,40,6,3377.96,0,normal
MLR00983,residential,40,1,1405.39,0,normal
MLR00984,residential,40,12,548.14,1,lane
MLR00985,secondary,120,1,2688.08,1,attribute_combo
MLR00986,secondary,50,2,272.5,0,normal
MLR00987,residential,20,2,1041.65,0,normal
MLR00988,secondary,120,1,2219.93,1,attribute_combo
MLR00989,motorway,80,4,9300.43,0,normal
MLR00990,residential,30,1,85.83,0,normal
MLR00991,secondary,50,2,3984.78,0,normal
MLR00992,secondary,30,4,1179.18,0,normal
MLR00993,motorway,120,6,3030.24,0,normal
MLR00994,residential,40,1,221.2,0,normal
MLR00995,primary,60,2,3650.94,0,normal
MLR00996,secondary,50,3,2260.49,0,normal
MLR00997,primary,80,6,4262.27,0,normal
MLR00998,primary,60,6,4378.25,0,normal
MLR00999,primary,60,2,4109.27,0,normal
MLR01000,primary,60,2,3565.37,0,normal
